,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
3188,KRAKÓW-OBSERWATORIUM,2022,9,24,9.4,0.0,84.3,0.3,6.3,267,19.29
3189,KRAKÓW-OBSERWATORIUM,2022,9,25,10.2,0.2,89.8,0.7,7.0,268,27.91
3190,KRAKÓW-OBSERWATORIUM,2022,9,26,12.3,1.4,93.3,0.3,7.3,269,27.78
3191,KRAKÓW-OBSERWATORIUM,2022,9,27,11.1,4.3,89.3,1.7,7.0,270,14.79
3192,KRAKÓW-OBSERWATORIUM,2022,9,28,12.0,2.0,73.3,1.7,5.0,271,8.45
3193,KRAKÓW-OBSERWATORIUM,2022,9,29,10.9,0.7,90.0,0.7,7.3,272,15.06
3194,KRAKÓW-OBSERWATORIUM,2022,9,30,10.8,4.6,96.0,1.3,8.0,273,15.66
3195,KRAKÓW-OBSERWATORIUM,2022,10,1,12.2,1.7,94.0,1.0,8.0,274,21.38
3196,KRAKÓW-OBSERWATORIUM,2022,10,2,12.5,3.6,79.5,2.3,7.3,275,7.69
3197,KRAKÓW-OBSERWATORIUM,2022,10,3,11.0,4.9,86.5,2.7,7.3,276,7.89
3198,KRAKÓW-OBSERWATORIUM,2022,10,4,10.5,0.0,83.8,2.0,4.7,277,10.42
3199,KRAKÓW-OBSERWATORIUM,2022,10,5,10.4,0.0,84.5,0.3,6.3,278,18.98
3200,KRAKÓW-OBSERWATORIUM,2022,10,6,12.7,0.0,85.5,1.3,3.0,279,15.79
3201,KRAKÓW-OBSERWATORIUM,2022,10,7,12.8,0.0,85.5,1.3,0.7,280,17.16
3202,KRAKÓW-OBSERWATORIUM,2022,10,8,13.4,0.0,80.5,1.3,3.3,281,21.49
3203,KRAKÓW-OBSERWATORIUM,2022,10,9,11.0,0.0,76.5,1.7,3.7,282,10.47
3204,KRAKÓW-OBSERWATORIUM,2022,10,10,8.3,0.0,81.3,1.3,0.7,283,15.77
3205,KRAKÓW-OBSERWATORIUM,2022,10,11,10.6,0.0,84.5,1.3,4.7,284,21.66
3206,KRAKÓW-OBSERWATORIUM,2022,10,12,7.5,0.0,81.8,1.0,3.0,285,19.54
3207,KRAKÓW-OBSERWATORIUM,2022,10,13,7.8,0.0,82.8,1.0,1.3,286,23.88
3208,KRAKÓW-OBSERWATORIUM,2022,10,14,10.9,0.0,85.0,0.3,5.7,287,33.3
3209,KRAKÓW-OBSERWATORIUM,2022,10,15,13.4,0.0,77.0,1.3,7.0,288,20.38
3210,KRAKÓW-OBSERWATORIUM,2022,10,16,14.1,0.0,81.3,0.0,5.3,289,18.89
3211,KRAKÓW-OBSERWATORIUM,2022,10,17,14.7,0.0,78.8,0.7,1.7,290,20.49
3212,KRAKÓW-OBSERWATORIUM,2022,10,18,13.6,1.8,74.8,1.3,2.3,291,19.8
3213,KRAKÓW-OBSERWATORIUM,2022,10,19,12.2,0.3,81.8,2.3,5.7,292,7.5
3214,KRAKÓW-OBSERWATORIUM,2022,10,20,6.1,0.0,78.8,1.7,0.7,293,8.72
3215,KRAKÓW-OBSERWATORIUM,2022,10,21,5.8,0.0,85.5,1.0,7.0,294,21.91
3216,KRAKÓW-OBSERWATORIUM,2022,10,22,8.8,4.2,94.5,1.7,6.0,295,28.63
3217,KRAKÓW-OBSERWATORIUM,2022,10,23,12.7,0.0,88.0,1.3,4.7,296,16.58
3218,KRAKÓW-OBSERWATORIUM,2022,10,24,12.7,3.7,87.8,0.3,5.3,297,17.3
3219,KRAKÓW-OBSERWATORIUM,2022,10,25,13.9,0.2,90.0,1.7,3.7,298,8.23
3220,KRAKÓW-OBSERWATORIUM,2022,10,26,11.7,0.0,85.3,0.7,2.3,299,14.08
3221,KRAKÓW-OBSERWATORIUM,2022,10,27,10.8,0.0,87.0,1.0,2.0,300,22.71
3222,KRAKÓW-OBSERWATORIUM,2022,10,28,11.7,0.0,85.8,0.7,4.0,301,24.95
3223,KRAKÓW-OBSERWATORIUM,2022,10,29,13.3,0.0,82.0,2.0,6.0,302,18.18
3224,KRAKÓW-OBSERWATORIUM,2022,10,30,13.9,0.0,85.8,1.7,5.0,303,21.69
3225,KRAKÓW-OBSERWATORIUM,2022,10,31,13.1,0.0,84.0,0.7,0.7,304,30.51
3226,KRAKÓW-OBSERWATORIUM,2022,11,1,10.7,0.0,90.5,1.0,4.7,305,26.81
3227,KRAKÓW-OBSERWATORIUM,2022,11,2,12.8,0.0,78.3,2.7,5.0,306,18.32
3228,KRAKÓW-OBSERWATORIUM,2022,11,3,8.9,0.0,80.3,1.3,3.3,307,22.48
3229,KRAKÓW-OBSERWATORIUM,2022,11,4,10.5,2.7,81.3,1.3,7.0,308,23.28
3230,KRAKÓW-OBSERWATORIUM,2022,11,5,9.7,8.9,92.0,1.7,8.0,309,14.23
3231,KRAKÓW-OBSERWATORIUM,2022,11,6,8.3,0.0,90.0,1.3,7.7,310,13.61
3232,KRAKÓW-OBSERWATORIUM,2022,11,7,8.7,0.0,86.0,2.0,4.7,311,17.1
3233,KRAKÓW-OBSERWATORIUM,2022,11,8,8.0,0.0,85.5,0.0,1.7,312,24.55
3234,KRAKÓW-OBSERWATORIUM,2022,11,9,6.8,0.0,86.5,0.0,3.7,313,36.17
3235,KRAKÓW-OBSERWATORIUM,2022,11,10,7.7,0.8,95.5,1.0,7.0,314,35.36
3236,KRAKÓW-OBSERWATORIUM,2022,11,11,8.5,0.0,85.3,2.0,7.0,315,25.01
3237,KRAKÓW-OBSERWATORIUM,2022,11,12,7.1,0.0,88.3,1.7,2.3,316,25.48
3238,KRAKÓW-OBSERWATORIUM,2022,11,13,6.3,0.0,95.3,1.3,8.0,317,34.7
3239,KRAKÓW-OBSERWATORIUM,2022,11,14,5.3,0.0,98.5,1.3,8.0,318,18.82
3240,KRAKÓW-OBSERWATORIUM,2022,11,15,5.5,1.4,93.0,0.7,5.7,319,28.83
3241,KRAKÓW-OBSERWATORIUM,2022,11,16,6.3,10.8,99.0,2.0,8.0,320,25.54
3242,KRAKÓW-OBSERWATORIUM,2022,11,17,2.2,1.3,94.3,3.3,8.0,321,6.17
3243,KRAKÓW-OBSERWATORIUM,2022,11,18,-0.2,0.6,92.3,3.0,8.0,322,14.86
3244,KRAKÓW-OBSERWATORIUM,2022,11,19,-1.8,0.0,93.5,1.0,7.3,323,22.33
3245,KRAKÓW-OBSERWATORIUM,2022,11,20,-3.7,0.0,91.5,1.0,5.7,324,61.95
3246,KRAKÓW-OBSERWATORIUM,2022,11,21,-0.6,0.4,91.8,0.3,6.0,325,66.98
3247,KRAKÓW-OBSERWATORIUM,2022,11,22,1.7,0.0,88.8,1.7,4.3,326,40.09
3248,KRAKÓW-OBSERWATORIUM,2022,11,23,0.4,0.0,94.8,2.3,8.0,327,29.16
3249,KRAKÓW-OBSERWATORIUM,2022,11,24,0.7,9.2,93.3,1.3,8.0,328,25.76
3250,KRAKÓW-OBSERWATORIUM,2022,11,25,2.7,0.4,97.5,1.0,7.7,329,63.53
3251,KRAKÓW-OBSERWATORIUM,2022,11,26,4.2,0.9,95.5,1.0,6.7,330,39.74
3252,KRAKÓW-OBSERWATORIUM,2022,11,27,3.4,0.0,88.3,0.7,8.0,331,25.39
3253,KRAKÓW-OBSERWATORIUM,2022,11,28,2.3,0.0,85.0,1.0,2.7,332,27.45
3254,KRAKÓW-OBSERWATORIUM,2022,11,29,-1.4,0.3,97.8,1.7,8.0,333,30.53
3255,KRAKÓW-OBSERWATORIUM,2022,11,30,-0.7,0.0,92.0,2.3,8.0,334,29.85
3256,KRAKÓW-OBSERWATORIUM,2022,12,1,1.1,0.0,84.0,3.0,8.0,335,20.26
3257,KRAKÓW-OBSERWATORIUM,2022,12,2,-0.6,1.9,92.0,2.3,8.0,336,21.31
3258,KRAKÓW-OBSERWATORIUM,2022,12,3,-0.3,0.0,96.0,1.3,8.0,337,36.54
3259,KRAKÓW-OBSERWATORIUM,2022,12,4,2.0,0.0,93.5,2.3,7.3,338,20.71
3260,KRAKÓW-OBSERWATORIUM,2022,12,5,3.1,4.2,90.3,1.3,6.3,339,30.16
3261,KRAKÓW-OBSERWATORIUM,2022,12,6,3.4,13.1,96.3,1.7,8.0,340,28.58
3262,KRAKÓW-OBSERWATORIUM,2022,12,7,2.8,0.0,86.8,2.0,7.3,341,12.71
3263,KRAKÓW-OBSERWATORIUM,2022,12,8,2.4,0.0,79.8,0.3,7.3,342,23.19
3264,KRAKÓW-OBSERWATORIUM,2022,12,9,1.6,8.0,86.5,1.3,5.7,343,40.64
3265,KRAKÓW-OBSERWATORIUM,2022,12,10,0.9,9.2,97.3,1.7,8.0,344,20.36
3266,KRAKÓW-OBSERWATORIUM,2022,12,11,-1.2,10.8,94.5,1.3,8.0,345,19.22
3267,KRAKÓW-OBSERWATORIUM,2022,12,12,-2.4,3.5,94.5,2.7,8.0,346,26.21
3268,KRAKÓW-OBSERWATORIUM,2022,12,13,-2.8,0.0,83.0,2.0,7.0,347,19.65
3269,KRAKÓW-OBSERWATORIUM,2022,12,14,-6.7,9.2,92.3,1.0,7.7,348,51.58
3270,KRAKÓW-OBSERWATORIUM,2022,12,15,-2.3,2.2,92.8,1.3,8.0,349,51.24
3271,KRAKÓW-OBSERWATORIUM,2022,12,16,-1.4,10.5,94.3,1.3,8.0,350,38.58
3272,KRAKÓW-OBSERWATORIUM,2022,12,17,-2.8,2.5,90.5,2.3,8.0,351,50.82
3273,KRAKÓW-OBSERWATORIUM,2022,12,18,-5.7,0.0,86.5,1.3,3.3,352,46.41
3274,KRAKÓW-OBSERWATORIUM,2022,12,19,-10.7,0.4,87.8,0.7,3.0,353,86.54
3275,KRAKÓW-OBSERWATORIUM,2022,12,20,-2.5,0.0,89.3,1.0,6.7,354,72.06
3276,KRAKÓW-OBSERWATORIUM,2022,12,21,-0.8,1.4,94.5,1.0,6.7,355,73.73
3277,KRAKÓW-OBSERWATORIUM,2022,12,22,3.2,0.0,93.0,0.7,5.7,356,53.28
3278,KRAKÓW-OBSERWATORIUM,2022,12,23,3.9,2.7,96.5,1.0,7.3,357,22.88
3279,KRAKÓW-OBSERWATORIUM,2022,12,24,5.4,0.3,91.3,2.3,7.0,358,22.35
3280,KRAKÓW-OBSERWATORIUM,2022,12,25,5.6,0.0,87.5,1.3,3.7,359,25.1
3281,KRAKÓW-OBSERWATORIUM,2022,12,26,4.9,2.2,93.3,0.7,4.7,360,26.65
3282,KRAKÓW-OBSERWATORIUM,2022,12,27,5.8,0.0,73.8,3.3,6.7,361,9.96
3283,KRAKÓW-OBSERWATORIUM,2022,12,28,2.0,0.0,78.0,0.3,3.3,362,14.28
3284,KRAKÓW-OBSERWATORIUM,2022,12,29,4.8,0.0,63.5,0.7,5.7,363,17.78
3285,KRAKÓW-OBSERWATORIUM,2022,12,30,3.9,0.0,83.5,0.7,4.7,364,39.27
3286,KRAKÓW-OBSERWATORIUM,2022,12,31,5.6,0.0,87.0,1.3,5.7,365,34.37
3287,KRAKÓW-OBSERWATORIUM,2023,1,1,8.1,0.0,83.8,1.3,4.7,1,33.2
3288,KRAKÓW-OBSERWATORIUM,2023,1,2,5.0,0.0,90.0,0.3,2.7,2,48.7
3289,KRAKÓW-OBSERWATORIUM,2023,1,3,6.5,0.0,84.8,1.0,6.0,3,22.8
3290,KRAKÓW-OBSERWATORIUM,2023,1,4,4.1,0.9,80.3,1.3,7.3,4,24.0
3291,KRAKÓW-OBSERWATORIUM,2023,1,5,8.4,9.7,77.5,5.0,7.0,5,3.9
3292,KRAKÓW-OBSERWATORIUM,2023,1,6,4.6,0.5,79.3,1.0,6.7,6,11.6
3293,KRAKÓW-OBSERWATORIUM,2023,1,7,5.8,0.0,89.3,0.7,2.0,7,22.6
3294,KRAKÓW-OBSERWATORIUM,2023,1,8,1.8,0.0,92.8,0.7,4.0,8,34.0
3295,KRAKÓW-OBSERWATORIUM,2023,1,9,4.9,5.8,87.0,0.7,8.0,9,28.2
3296,KRAKÓW-OBSERWATORIUM,2023,1,10,5.3,11.5,95.0,1.7,8.0,10,15.5
3297,KRAKÓW-OBSERWATORIUM,2023,1,11,3.6,0.1,89.0,0.3,3.7,11,24.2
3298,KRAKÓW-OBSERWATORIUM,2023,1,12,4.7,0.0,81.5,2.0,5.0,12,22.8
3299,KRAKÓW-OBSERWATORIUM,2023,1,13,6.5,3.5,75.0,1.0,7.0,13,9.6
3300,KRAKÓW-OBSERWATORIUM,2023,1,14,4.5,0.0,81.0,0.7,4.0,14,7.7
3301,KRAKÓW-OBSERWATORIUM,2023,1,15,5.8,5.1,62.0,2.3,7.7,15,6.3
3302,KRAKÓW-OBSERWATORIUM,2023,1,16,3.0,1.0,92.0,1.0,7.3,16,12.7
3303,KRAKÓW-OBSERWATORIUM,2023,1,17,3.1,5.6,83.8,1.3,5.7,17,19.5
3304,KRAKÓW-OBSERWATORIUM,2023,1,18,2.3,1.4,94.3,1.7,6.0,18,14.9
3305,KRAKÓW-OBSERWATORIUM,2023,1,19,1.3,10.9,98.0,0.7,8.0,19,20.6
3306,KRAKÓW-OBSERWATORIUM,2023,1,20,-0.3,8.8,96.0,1.3,7.7,20,16.6
3307,KRAKÓW-OBSERWATORIUM,2023,1,21,0.3,0.0,95.0,0.3,8.0,21,13.0
3308,KRAKÓW-OBSERWATORIUM,2023,1,22,0.4,1.6,96.0,2.7,8.0,22,20.1
3309,KRAKÓW-OBSERWATORIUM,2023,1,23,1.8,0.7,97.8,1.0,8.0,23,18.9
3310,KRAKÓW-OBSERWATORIUM,2023,1,24,1.9,0.8,98.0,2.0,8.0,24,13.8
3311,KRAKÓW-OBSERWATORIUM,2023,1,25,1.2,0.3,87.8,1.0,8.0,25,8.9
3312,KRAKÓW-OBSERWATORIUM,2023,1,26,-0.1,0.0,81.5,1.0,8.0,26,21.5
3313,KRAKÓW-OBSERWATORIUM,2023,1,27,-0.3,0.0,74.8,2.7,8.0,27,21.8
3314,KRAKÓW-OBSERWATORIUM,2023,1,28,-0.6,0.0,78.3,2.0,8.0,28,17.8
3315,KRAKÓW-OBSERWATORIUM,2023,1,29,-1.5,0.0,71.8,3.3,8.0,29,14.1
3316,KRAKÓW-OBSERWATORIUM,2023,1,30,-0.1,1.6,80.3,2.7,8.0,30,17.9
3317,KRAKÓW-OBSERWATORIUM,2023,1,31,1.9,3.2,83.5,3.0,7.3,31,9.7
3318,KRAKÓW-OBSERWATORIUM,2023,2,1,2.7,4.9,85.3,3.3,7.3,32,9.1
3319,KRAKÓW-OBSERWATORIUM,2023,2,2,2.5,3.6,83.5,3.7,7.7,33,7.5
3320,KRAKÓW-OBSERWATORIUM,2023,2,3,1.2,14.3,89.0,2.7,7.7,34,10.0
3321,KRAKÓW-OBSERWATORIUM,2023,2,4,-0.2,1.0,85.8,3.7,7.3,35,7.3
3322,KRAKÓW-OBSERWATORIUM,2023,2,5,-4.3,0.0,82.5,1.3,6.0,36,9.9
3323,KRAKÓW-OBSERWATORIUM,2023,2,6,-4.2,0.0,71.3,1.0,5.0,37,23.6
3324,KRAKÓW-OBSERWATORIUM,2023,2,7,-5.7,0.4,86.3,1.3,7.3,38,84.9
3325,KRAKÓW-OBSERWATORIUM,2023,2,8,-1.4,0.0,80.8,1.3,3.7,39,45.0
3326,KRAKÓW-OBSERWATORIUM,2023,2,9,-3.5,0.0,75.5,0.0,2.0,40,61.9
3327,KRAKÓW-OBSERWATORIUM,2023,2,10,-1.8,0.0,74.3,2.0,5.7,41,40.4
3328,KRAKÓW-OBSERWATORIUM,2023,2,11,1.3,0.9,74.0,3.0,8.0,42,34.8
3329,KRAKÓW-OBSERWATORIUM,2023,2,12,2.2,0.0,83.0,1.3,4.0,43,16.8
3330,KRAKÓW-OBSERWATORIUM,2023,2,13,3.1,0.7,91.5,2.3,8.0,44,30.7
3331,KRAKÓW-OBSERWATORIUM,2023,2,14,4.4,0.0,78.8,2.3,7.7,45,20.1
3332,KRAKÓW-OBSERWATORIUM,2023,2,15,4.6,0.0,78.3,1.3,3.3,46,28.7
3333,KRAKÓW-OBSERWATORIUM,2023,2,16,3.1,0.0,76.8,2.3,4.7,47,41.1
3334,KRAKÓW-OBSERWATORIUM,2023,2,17,4.9,1.6,81.3,2.0,7.7,48,25.1
3335,KRAKÓW-OBSERWATORIUM,2023,2,18,8.7,5.0,59.5,5.7,7.3,49,6.5
3336,KRAKÓW-OBSERWATORIUM,2023,2,19,5.8,7.1,86.8,2.3,7.3,50,6.2
3337,KRAKÓW-OBSERWATORIUM,2023,2,20,5.8,0.7,70.0,4.0,6.7,51,7.8
