,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
1857,KRAKÓW-OBSERWATORIUM,2019,2,1,0.7,0.1,77.8,2.0,4.3,32,57.96
1858,KRAKÓW-OBSERWATORIUM,2019,2,2,7.3,0.4,70.5,2.0,7.0,33,13.24
1859,KRAKÓW-OBSERWATORIUM,2019,2,3,4.9,2.4,94.8,0.7,7.3,34,48.8
1860,KRAKÓW-OBSERWATORIUM,2019,2,4,1.5,0.1,88.3,1.7,8.0,35,25.39
1861,KRAKÓW-OBSERWATORIUM,2019,2,5,0.9,0.0,81.8,1.0,0.7,36,44.26
1862,KRAKÓW-OBSERWATORIUM,2019,2,6,0.6,0.0,75.0,1.0,3.7,37,49.96
1863,KRAKÓW-OBSERWATORIUM,2019,2,7,-0.1,0.0,78.0,0.3,1.3,38,82.82
1864,KRAKÓW-OBSERWATORIUM,2019,2,8,1.1,0.0,79.8,0.7,4.7,39,80.95
1865,KRAKÓW-OBSERWATORIUM,2019,2,9,1.7,0.0,77.8,0.7,4.7,40,75.37
1866,KRAKÓW-OBSERWATORIUM,2019,2,10,4.4,2.7,70.0,1.3,5.3,41,15.63
1867,KRAKÓW-OBSERWATORIUM,2019,2,11,4.7,0.7,80.0,3.0,7.0,42,10.31
1868,KRAKÓW-OBSERWATORIUM,2019,2,12,2.1,0.0,63.0,3.7,6.7,43,11.04
1869,KRAKÓW-OBSERWATORIUM,2019,2,13,2.1,0.1,81.8,3.3,8.0,44,18.45
1870,KRAKÓW-OBSERWATORIUM,2019,2,14,5.6,0.0,82.8,2.3,5.3,45,30.4
1871,KRAKÓW-OBSERWATORIUM,2019,2,15,6.0,0.0,81.5,1.7,5.0,46,43.7
1872,KRAKÓW-OBSERWATORIUM,2019,2,16,5.5,0.0,64.3,1.3,1.0,47,68.76
1873,KRAKÓW-OBSERWATORIUM,2019,2,17,5.2,0.0,64.0,1.3,0.7,48,70.31
1874,KRAKÓW-OBSERWATORIUM,2019,2,18,5.1,0.0,67.3,0.7,1.3,49,81.6
1875,KRAKÓW-OBSERWATORIUM,2019,2,19,4.8,1.0,68.0,1.7,0.3,50,68.4
1876,KRAKÓW-OBSERWATORIUM,2019,2,20,6.2,0.0,65.3,3.3,6.7,51,30.77
1877,KRAKÓW-OBSERWATORIUM,2019,2,21,6.6,5.3,67.5,3.7,7.7,52,27.74
1878,KRAKÓW-OBSERWATORIUM,2019,2,22,0.4,0.0,69.8,3.7,4.0,53,8.96
1879,KRAKÓW-OBSERWATORIUM,2019,2,23,-3.6,0.0,58.3,1.0,3.3,54,25.9
1880,KRAKÓW-OBSERWATORIUM,2019,2,24,-0.2,0.0,61.5,2.7,6.3,55,49.69
1881,KRAKÓW-OBSERWATORIUM,2019,2,25,5.3,0.0,50.0,3.0,2.7,56,45.26
1882,KRAKÓW-OBSERWATORIUM,2019,2,26,7.4,0.0,64.0,3.0,5.3,57,29.82
1883,KRAKÓW-OBSERWATORIUM,2019,2,27,3.9,0.0,75.8,2.0,2.7,58,50.8
1884,KRAKÓW-OBSERWATORIUM,2019,2,28,7.7,0.0,55.5,3.3,1.3,59,39.42
1885,KRAKÓW-OBSERWATORIUM,2019,3,1,5.2,0.0,73.5,2.3,5.7,60,49.38
1886,KRAKÓW-OBSERWATORIUM,2019,3,2,1.2,0.0,66.5,1.3,5.7,61,38.07
1887,KRAKÓW-OBSERWATORIUM,2019,3,3,6.0,0.0,69.5,1.7,7.3,62,23.5
1888,KRAKÓW-OBSERWATORIUM,2019,3,4,12.2,1.0,50.3,1.7,6.3,63,11.24
1889,KRAKÓW-OBSERWATORIUM,2019,3,5,7.7,2.9,58.8,4.0,4.7,64,7.87
1890,KRAKÓW-OBSERWATORIUM,2019,3,6,6.3,0.0,65.0,2.0,1.7,65,15.66
1891,KRAKÓW-OBSERWATORIUM,2019,3,7,8.7,0.4,58.5,1.3,6.0,66,14.97
1892,KRAKÓW-OBSERWATORIUM,2019,3,8,10.7,0.0,53.5,2.7,4.3,67,7.38
1893,KRAKÓW-OBSERWATORIUM,2019,3,9,7.4,4.5,63.3,2.3,6.3,68,10.05
1894,KRAKÓW-OBSERWATORIUM,2019,3,10,6.6,1.1,60.5,2.3,5.7,69,6.19
1895,KRAKÓW-OBSERWATORIUM,2019,3,11,3.7,4.2,71.5,3.0,6.3,70,9.84
1896,KRAKÓW-OBSERWATORIUM,2019,3,12,2.9,0.0,76.8,2.7,4.7,71,21.18
1897,KRAKÓW-OBSERWATORIUM,2019,3,13,4.1,0.0,62.5,1.3,7.3,72,15.1
1898,KRAKÓW-OBSERWATORIUM,2019,3,14,5.9,1.3,65.5,2.0,4.7,73,13.32
1899,KRAKÓW-OBSERWATORIUM,2019,3,15,6.4,4.4,79.5,3.0,6.7,74,7.27
1900,KRAKÓW-OBSERWATORIUM,2019,3,16,7.8,0.3,54.3,5.3,6.7,75,8.07
1901,KRAKÓW-OBSERWATORIUM,2019,3,17,12.4,0.7,54.0,1.7,3.3,76,9.13
1902,KRAKÓW-OBSERWATORIUM,2019,3,18,7.7,0.0,76.0,1.7,7.3,77,14.79
1903,KRAKÓW-OBSERWATORIUM,2019,3,19,3.9,0.0,62.8,1.3,3.3,78,30.4
1904,KRAKÓW-OBSERWATORIUM,2019,3,20,3.4,0.0,66.3,1.3,2.0,79,61.31
1905,KRAKÓW-OBSERWATORIUM,2019,3,21,5.2,0.0,64.5,1.7,7.3,80,58.2
1906,KRAKÓW-OBSERWATORIUM,2019,3,22,9.3,0.0,75.8,1.7,7.7,81,58.98
1907,KRAKÓW-OBSERWATORIUM,2019,3,23,9.3,0.0,79.5,1.3,2.7,82,44.92
1908,KRAKÓW-OBSERWATORIUM,2019,3,24,9.7,0.7,65.5,1.3,5.3,83,44.92
1909,KRAKÓW-OBSERWATORIUM,2019,3,25,6.4,3.3,75.8,2.7,7.3,84,23.86
1910,KRAKÓW-OBSERWATORIUM,2019,3,26,5.7,0.2,67.0,3.3,7.3,85,18.23
1911,KRAKÓW-OBSERWATORIUM,2019,3,27,4.3,0.5,56.8,2.0,0.7,86,26.72
1912,KRAKÓW-OBSERWATORIUM,2019,3,28,5.8,0.6,86.0,1.7,5.0,87,43.73
1913,KRAKÓW-OBSERWATORIUM,2019,3,29,6.6,0.0,76.8,2.0,5.7,88,59.44
1914,KRAKÓW-OBSERWATORIUM,2019,3,30,8.8,0.0,68.3,0.7,1.3,89,59.56
1915,KRAKÓW-OBSERWATORIUM,2019,3,31,10.5,0.0,62.5,1.7,0.7,90,42.71
1916,KRAKÓW-OBSERWATORIUM,2019,4,1,7.7,0.0,49.8,3.3,1.0,91,13.11
1917,KRAKÓW-OBSERWATORIUM,2019,4,2,7.5,0.0,40.5,3.3,0.0,92,20.86
1919,KRAKÓW-OBSERWATORIUM,2019,4,4,11.8,0.0,49.0,2.7,2.0,94,36.72
1920,KRAKÓW-OBSERWATORIUM,2019,4,5,13.8,0.0,50.5,1.7,3.7,95,34.52
1921,KRAKÓW-OBSERWATORIUM,2019,4,6,10.4,9.2,73.8,1.7,7.7,96,39.47
1922,KRAKÓW-OBSERWATORIUM,2019,4,7,9.9,0.0,80.3,1.0,3.3,97,29.93
1923,KRAKÓW-OBSERWATORIUM,2019,4,8,10.4,0.0,78.0,1.7,1.7,98,48.52
1924,KRAKÓW-OBSERWATORIUM,2019,4,9,12.7,0.0,56.5,2.3,3.3,99,44.97
1925,KRAKÓW-OBSERWATORIUM,2019,4,10,7.8,0.0,61.8,2.7,7.7,100,27.4
1926,KRAKÓW-OBSERWATORIUM,2019,4,11,5.1,2.6,79.3,2.0,8.0,101,25.65
1927,KRAKÓW-OBSERWATORIUM,2019,4,12,2.9,5.7,88.3,2.3,8.0,102,22.66
1928,KRAKÓW-OBSERWATORIUM,2019,4,13,4.2,0.7,85.3,1.7,8.0,103,38.01
1929,KRAKÓW-OBSERWATORIUM,2019,4,14,8.2,0.0,51.8,3.3,4.0,104,33.53
1930,KRAKÓW-OBSERWATORIUM,2019,4,15,6.7,0.0,49.0,2.0,0.7,105,31.42
1931,KRAKÓW-OBSERWATORIUM,2019,4,16,7.0,0.2,49.8,2.3,1.3,106,33.52
1932,KRAKÓW-OBSERWATORIUM,2019,4,17,9.9,0.0,67.8,1.0,5.0,107,30.53
1933,KRAKÓW-OBSERWATORIUM,2019,4,18,10.8,0.0,60.8,1.7,0.7,108,39.2
1934,KRAKÓW-OBSERWATORIUM,2019,4,19,11.9,0.0,49.8,1.3,0.0,109,34.95
1935,KRAKÓW-OBSERWATORIUM,2019,4,20,12.1,0.0,42.3,2.0,3.7,110,26.08
1936,KRAKÓW-OBSERWATORIUM,2019,4,21,11.2,0.2,49.5,1.0,2.3,111,20.27
1937,KRAKÓW-OBSERWATORIUM,2019,4,22,11.7,1.5,68.8,3.3,4.3,112,18.05
1938,KRAKÓW-OBSERWATORIUM,2019,4,23,12.6,0.0,54.0,3.3,5.0,113,17.94
1939,KRAKÓW-OBSERWATORIUM,2019,4,24,14.7,0.0,60.5,2.7,5.3,114,16.81
1940,KRAKÓW-OBSERWATORIUM,2019,4,25,18.2,0.0,55.0,2.0,1.7,115,25.61
1941,KRAKÓW-OBSERWATORIUM,2019,4,26,19.3,0.1,50.0,1.7,6.0,116,28.82
1942,KRAKÓW-OBSERWATORIUM,2019,4,27,15.3,13.9,78.3,2.3,8.0,117,19.74
1943,KRAKÓW-OBSERWATORIUM,2019,4,28,10.4,34.2,95.8,2.7,8.0,118,18.96
1944,KRAKÓW-OBSERWATORIUM,2019,4,29,10.1,12.7,95.5,1.7,8.0,119,13.24
1945,KRAKÓW-OBSERWATORIUM,2019,4,30,11.6,4.2,95.0,0.7,7.0,120,17.38
1946,KRAKÓW-OBSERWATORIUM,2019,5,1,12.4,0.4,67.3,2.3,4.0,121,20.86
1947,KRAKÓW-OBSERWATORIUM,2019,5,2,14.8,0.2,57.3,3.0,3.3,122,20.73
1948,KRAKÓW-OBSERWATORIUM,2019,5,3,11.2,0.1,75.0,1.3,7.7,123,21.8
1949,KRAKÓW-OBSERWATORIUM,2019,5,4,11.2,1.2,63.3,2.0,6.0,124,14.52
1950,KRAKÓW-OBSERWATORIUM,2019,5,5,7.1,2.6,89.5,1.7,8.0,125,12.0
1951,KRAKÓW-OBSERWATORIUM,2019,5,6,8.1,0.0,55.0,1.7,8.0,126,10.77
1952,KRAKÓW-OBSERWATORIUM,2019,5,7,9.6,0.0,53.8,1.7,4.3,127,17.89
1953,KRAKÓW-OBSERWATORIUM,2019,5,8,10.1,0.2,58.5,1.7,3.3,128,18.74
1954,KRAKÓW-OBSERWATORIUM,2019,5,9,9.3,4.3,83.5,1.0,8.0,129,20.91
1955,KRAKÓW-OBSERWATORIUM,2019,5,10,12.2,0.0,75.5,2.0,5.3,130,14.12
1956,KRAKÓW-OBSERWATORIUM,2019,5,11,15.2,0.0,58.3,2.3,3.3,131,13.84
1957,KRAKÓW-OBSERWATORIUM,2019,5,12,13.4,4.4,76.3,2.3,7.0,132,21.04
1958,KRAKÓW-OBSERWATORIUM,2019,5,13,8.1,9.5,80.3,1.3,8.0,133,9.13
1959,KRAKÓW-OBSERWATORIUM,2019,5,14,6.1,10.8,93.3,1.3,8.0,134,7.63
1960,KRAKÓW-OBSERWATORIUM,2019,5,15,8.9,10.2,97.0,1.0,8.0,135,8.42
1961,KRAKÓW-OBSERWATORIUM,2019,5,16,13.0,1.7,82.8,1.3,6.3,136,14.54
1962,KRAKÓW-OBSERWATORIUM,2019,5,17,15.1,0.4,77.3,2.0,6.7,137,23.01
1963,KRAKÓW-OBSERWATORIUM,2019,5,18,16.7,0.0,69.5,1.7,4.0,138,17.78
1964,KRAKÓW-OBSERWATORIUM,2019,5,19,16.0,13.7,83.3,1.7,3.7,139,14.94
1965,KRAKÓW-OBSERWATORIUM,2019,5,20,18.3,0.0,76.3,1.7,6.7,140,14.61
1966,KRAKÓW-OBSERWATORIUM,2019,5,21,15.5,23.9,78.0,1.7,8.0,141,14.68
1967,KRAKÓW-OBSERWATORIUM,2019,5,22,14.1,19.7,88.3,2.3,8.0,142,8.78
1968,KRAKÓW-OBSERWATORIUM,2019,5,23,12.6,45.2,95.3,2.3,8.0,143,7.45
1969,KRAKÓW-OBSERWATORIUM,2019,5,24,12.3,0.8,97.5,1.3,7.7,144,22.9
1970,KRAKÓW-OBSERWATORIUM,2019,5,25,15.7,0.0,67.5,1.3,3.3,145,24.44
1971,KRAKÓW-OBSERWATORIUM,2019,5,26,18.5,0.0,64.8,1.3,4.0,146,23.01
1972,KRAKÓW-OBSERWATORIUM,2019,5,27,19.4,2.5,62.0,1.3,6.0,147,18.21
1973,KRAKÓW-OBSERWATORIUM,2019,5,28,18.5,2.3,78.3,1.7,6.0,148,14.28
1974,KRAKÓW-OBSERWATORIUM,2019,5,29,14.5,0.2,82.3,1.3,8.0,149,11.77
1975,KRAKÓW-OBSERWATORIUM,2019,5,30,11.4,2.9,75.8,1.0,8.0,150,9.65
1976,KRAKÓW-OBSERWATORIUM,2019,5,31,16.0,0.0,64.5,1.3,3.7,151,16.41
1977,KRAKÓW-OBSERWATORIUM,2019,6,1,17.4,4.1,75.3,1.7,6.3,152,16.47
1978,KRAKÓW-OBSERWATORIUM,2019,6,2,19.7,0.0,72.3,2.0,2.0,153,13.24
1979,KRAKÓW-OBSERWATORIUM,2019,6,3,20.6,0.0,65.5,2.7,1.0,154,11.95
1980,KRAKÓW-OBSERWATORIUM,2019,6,4,21.4,0.0,65.0,2.3,2.3,155,15.87
1981,KRAKÓW-OBSERWATORIUM,2019,6,5,21.4,0.3,67.8,2.7,2.7,156,15.01
1982,KRAKÓW-OBSERWATORIUM,2019,6,6,21.2,0.0,59.3,2.7,3.0,157,11.15
1983,KRAKÓW-OBSERWATORIUM,2019,6,7,22.6,0.0,63.8,1.3,4.0,158,16.78
1984,KRAKÓW-OBSERWATORIUM,2019,6,8,22.7,0.0,58.8,1.7,4.0,159,16.47
1985,KRAKÓW-OBSERWATORIUM,2019,6,9,20.7,0.0,52.5,2.3,1.3,160,12.59
1986,KRAKÓW-OBSERWATORIUM,2019,6,10,24.4,0.0,63.8,2.7,1.3,161,17.09
1987,KRAKÓW-OBSERWATORIUM,2019,6,11,25.3,0.0,56.8,2.3,1.0,162,18.51
1988,KRAKÓW-OBSERWATORIUM,2019,6,12,25.5,0.0,54.5,2.0,1.0,163,17.25
1989,KRAKÓW-OBSERWATORIUM,2019,6,13,26.1,1.2,60.0,1.7,2.7,164,23.39
1990,KRAKÓW-OBSERWATORIUM,2019,6,14,24.9,0.0,76.3,2.0,4.3,165,22.95
1991,KRAKÓW-OBSERWATORIUM,2019,6,15,27.2,0.0,62.5,1.3,5.0,166,26.01
1992,KRAKÓW-OBSERWATORIUM,2019,6,16,23.8,1.4,62.5,1.7,5.0,167,17.92
1993,KRAKÓW-OBSERWATORIUM,2019,6,17,20.4,0.0,64.3,1.3,5.7,168,11.35
1994,KRAKÓW-OBSERWATORIUM,2019,6,18,20.5,0.0,68.3,2.0,4.0,169,16.05
1995,KRAKÓW-OBSERWATORIUM,2019,6,19,22.9,0.2,66.0,1.3,5.0,170,17.01
1996,KRAKÓW-OBSERWATORIUM,2019,6,20,23.3,2.0,67.8,1.3,6.7,171,12.81
1997,KRAKÓW-OBSERWATORIUM,2019,6,21,22.3,0.2,73.0,2.7,6.0,172,17.34
1998,KRAKÓW-OBSERWATORIUM,2019,6,22,21.2,21.6,71.3,2.0,5.3,173,13.35
1999,KRAKÓW-OBSERWATORIUM,2019,6,23,21.7,0.0,57.3,3.0,6.7,174,9.42
2000,KRAKÓW-OBSERWATORIUM,2019,6,24,21.9,0.0,62.3,2.3,5.0,175,11.58
2001,KRAKÓW-OBSERWATORIUM,2019,6,25,25.0,0.0,66.0,3.0,1.0,176,19.38
2002,KRAKÓW-OBSERWATORIUM,2019,6,26,27.9,0.0,55.0,2.3,1.3,177,23.04
2003,KRAKÓW-OBSERWATORIUM,2019,6,27,26.0,0.0,47.0,2.7,1.3,178,26.05
2004,KRAKÓW-OBSERWATORIUM,2019,6,28,19.1,0.0,61.5,1.3,6.0,179,12.99
2005,KRAKÓW-OBSERWATORIUM,2019,6,29,21.3,0.0,42.5,1.3,3.7,180,13.88
2006,KRAKÓW-OBSERWATORIUM,2019,6,30,26.0,0.0,41.8,1.3,0.0,181,14.48
2007,KRAKÓW-OBSERWATORIUM,2019,7,1,27.0,0.0,41.3,3.0,4.3,182,25.06
2008,KRAKÓW-OBSERWATORIUM,2019,7,2,23.5,0.0,58.0,2.0,4.7,183,14.92
2009,KRAKÓW-OBSERWATORIUM,2019,7,3,18.8,0.0,46.5,2.7,2.7,184,19.34
2010,KRAKÓW-OBSERWATORIUM,2019,7,4,17.9,0.0,44.0,1.7,1.3,185,16.08
2011,KRAKÓW-OBSERWATORIUM,2019,7,5,18.4,0.0,50.3,2.0,7.3,186,16.67
2012,KRAKÓW-OBSERWATORIUM,2019,7,6,22.7,0.0,47.0,1.7,3.7,187,18.29
2013,KRAKÓW-OBSERWATORIUM,2019,7,7,20.3,0.7,58.5,2.0,5.7,188,17.6
2014,KRAKÓW-OBSERWATORIUM,2019,7,8,16.3,0.0,46.5,3.3,5.0,189,11.68
2015,KRAKÓW-OBSERWATORIUM,2019,7,9,15.8,0.0,53.5,2.7,5.3,190,11.91
2016,KRAKÓW-OBSERWATORIUM,2019,7,10,16.5,1.5,55.8,3.0,5.0,191,19.05
2017,KRAKÓW-OBSERWATORIUM,2019,7,11,16.2,2.7,70.3,1.3,4.0,192,12.04
2018,KRAKÓW-OBSERWATORIUM,2019,7,12,17.3,1.0,52.5,1.3,5.3,193,12.57
2019,KRAKÓW-OBSERWATORIUM,2019,7,13,17.5,9.6,82.8,1.7,7.3,194,13.73
2020,KRAKÓW-OBSERWATORIUM,2019,7,14,15.9,5.0,90.5,1.7,5.7,195,12.5
2021,KRAKÓW-OBSERWATORIUM,2019,7,15,17.7,0.0,56.8,1.3,1.3,196,12.02
2022,KRAKÓW-OBSERWATORIUM,2019,7,16,17.1,0.0,60.8,2.0,4.3,197,15.54
2023,KRAKÓW-OBSERWATORIUM,2019,7,17,17.7,0.0,59.5,2.0,5.7,198,11.82
2024,KRAKÓW-OBSERWATORIUM,2019,7,18,18.3,0.0,55.5,0.7,2.7,199,15.14
2025,KRAKÓW-OBSERWATORIUM,2019,7,19,19.7,0.1,53.3,1.3,5.3,200,16.38
2026,KRAKÓW-OBSERWATORIUM,2019,7,20,22.6,0.0,59.8,1.3,5.7,201,14.34
2027,KRAKÓW-OBSERWATORIUM,2019,7,21,22.1,8.0,68.5,0.7,6.3,202,12.09
2028,KRAKÓW-OBSERWATORIUM,2019,7,22,21.6,0.2,67.3,1.3,6.3,203,13.99
2029,KRAKÓW-OBSERWATORIUM,2019,7,23,19.3,0.1,84.3,1.0,8.0,204,14.28
2030,KRAKÓW-OBSERWATORIUM,2019,7,24,21.0,0.0,75.8,1.0,5.7,205,16.08
2031,KRAKÓW-OBSERWATORIUM,2019,7,25,22.2,0.0,67.0,1.0,2.0,206,14.61
2032,KRAKÓW-OBSERWATORIUM,2019,7,26,22.8,0.0,58.5,1.7,3.0,207,18.69
2033,KRAKÓW-OBSERWATORIUM,2019,7,27,21.5,0.0,71.3,2.0,4.3,208,17.3
2034,KRAKÓW-OBSERWATORIUM,2019,7,28,24.4,0.0,63.0,2.3,5.7,209,16.07
2035,KRAKÓW-OBSERWATORIUM,2019,7,29,24.4,6.8,71.0,1.7,5.0,210,15.14
2036,KRAKÓW-OBSERWATORIUM,2019,7,30,22.6,1.1,79.5,2.0,3.3,211,16.25
2037,KRAKÓW-OBSERWATORIUM,2019,7,31,22.6,0.1,79.3,1.7,7.0,212,15.43
2038,KRAKÓW-OBSERWATORIUM,2019,8,1,21.3,0.9,76.3,1.7,5.7,213,13.53
2039,KRAKÓW-OBSERWATORIUM,2019,8,2,20.2,2.6,65.5,1.3,5.0,214,13.64
2040,KRAKÓW-OBSERWATORIUM,2019,8,3,17.6,9.9,79.8,1.7,6.0,215,12.57
2041,KRAKÓW-OBSERWATORIUM,2019,8,4,18.4,0.7,60.0,2.3,2.0,216,12.6
2042,KRAKÓW-OBSERWATORIUM,2019,8,5,20.3,0.2,62.3,2.0,3.7,217,11.2
2043,KRAKÓW-OBSERWATORIUM,2019,8,6,22.8,0.0,59.5,1.3,4.7,218,13.33
2044,KRAKÓW-OBSERWATORIUM,2019,8,7,22.9,18.3,73.5,1.0,6.0,219,15.48
2045,KRAKÓW-OBSERWATORIUM,2019,8,8,21.7,0.0,65.8,2.3,6.0,220,11.93
2046,KRAKÓW-OBSERWATORIUM,2019,8,9,21.7,0.0,58.5,1.7,3.3,221,15.17
2047,KRAKÓW-OBSERWATORIUM,2019,8,10,23.1,16.3,64.5,1.7,6.0,222,13.57
2048,KRAKÓW-OBSERWATORIUM,2019,8,11,22.0,0.0,72.3,2.0,2.3,223,6.96
2049,KRAKÓW-OBSERWATORIUM,2019,8,12,23.6,25.5,71.8,1.7,4.0,224,15.63
2050,KRAKÓW-OBSERWATORIUM,2019,8,13,20.1,3.6,80.3,1.3,4.7,225,11.53
2051,KRAKÓW-OBSERWATORIUM,2019,8,14,16.2,6.5,88.5,1.7,5.7,226,10.82
2052,KRAKÓW-OBSERWATORIUM,2019,8,15,16.6,0.0,68.5,1.0,1.7,227,10.46
2053,KRAKÓW-OBSERWATORIUM,2019,8,16,16.7,0.0,75.0,0.7,7.0,228,12.24
2054,KRAKÓW-OBSERWATORIUM,2019,8,17,18.3,0.0,72.8,1.0,3.3,229,11.84
2055,KRAKÓW-OBSERWATORIUM,2019,8,18,22.1,0.0,65.5,0.7,4.7,230,11.37
2056,KRAKÓW-OBSERWATORIUM,2019,8,19,23.7,0.0,63.3,1.0,4.3,231,13.06
2057,KRAKÓW-OBSERWATORIUM,2019,8,20,22.1,5.9,80.5,1.7,7.0,232,10.69
2058,KRAKÓW-OBSERWATORIUM,2019,8,21,18.4,0.0,84.8,2.3,7.3,233,9.73
2059,KRAKÓW-OBSERWATORIUM,2019,8,22,17.7,0.0,69.3,2.3,6.0,234,9.4
2060,KRAKÓW-OBSERWATORIUM,2019,8,23,18.8,0.0,79.0,1.7,4.7,235,14.04
2061,KRAKÓW-OBSERWATORIUM,2019,8,24,20.1,0.0,73.5,2.3,1.7,236,15.76
2062,KRAKÓW-OBSERWATORIUM,2019,8,25,20.8,0.0,68.8,1.7,2.7,237,18.36
2063,KRAKÓW-OBSERWATORIUM,2019,8,26,22.8,0.0,74.5,1.7,2.0,238,19.14
2064,KRAKÓW-OBSERWATORIUM,2019,8,27,22.9,0.0,75.3,1.3,1.7,239,20.67
2065,KRAKÓW-OBSERWATORIUM,2019,8,28,22.4,0.6,74.5,1.7,2.7,240,18.69
2066,KRAKÓW-OBSERWATORIUM,2019,8,29,23.8,0.0,66.0,1.3,1.7,241,20.2
2067,KRAKÓW-OBSERWATORIUM,2019,8,30,22.9,0.4,74.3,1.7,3.7,242,20.62
2068,KRAKÓW-OBSERWATORIUM,2019,8,31,22.6,0.0,69.3,2.3,0.7,243,18.94
2069,KRAKÓW-OBSERWATORIUM,2019,9,1,23.3,0.0,67.8,1.3,1.3,244,20.04
2070,KRAKÓW-OBSERWATORIUM,2019,9,2,18.9,23.6,83.5,2.0,7.3,245,12.93
2071,KRAKÓW-OBSERWATORIUM,2019,9,3,14.9,1.9,84.8,1.0,5.7,246,9.34
2072,KRAKÓW-OBSERWATORIUM,2019,9,4,16.6,0.0,64.3,1.3,3.0,247,11.86
2073,KRAKÓW-OBSERWATORIUM,2019,9,5,17.1,0.0,70.5,1.3,0.7,248,14.43
2074,KRAKÓW-OBSERWATORIUM,2019,9,6,17.5,0.0,59.8,1.3,5.7,249,10.2
2075,KRAKÓW-OBSERWATORIUM,2019,9,7,16.4,13.5,75.8,1.3,7.0,250,17.05
2076,KRAKÓW-OBSERWATORIUM,2019,9,8,17.1,0.5,85.3,1.0,4.7,251,8.82
2077,KRAKÓW-OBSERWATORIUM,2019,9,9,16.9,22.3,84.8,1.7,7.7,252,10.31
2078,KRAKÓW-OBSERWATORIUM,2019,9,10,15.4,0.0,70.5,1.7,4.7,253,6.63
2079,KRAKÓW-OBSERWATORIUM,2019,9,11,15.7,0.0,79.3,0.7,1.7,254,14.97
2080,KRAKÓW-OBSERWATORIUM,2019,9,12,16.7,0.0,77.8,1.3,2.0,255,18.32
2081,KRAKÓW-OBSERWATORIUM,2019,9,13,17.4,0.1,72.8,1.7,2.7,256,14.86
2082,KRAKÓW-OBSERWATORIUM,2019,9,14,14.2,0.0,68.3,0.7,2.7,257,10.8
2083,KRAKÓW-OBSERWATORIUM,2019,9,15,13.7,0.0,69.3,2.0,2.0,258,12.77
2084,KRAKÓW-OBSERWATORIUM,2019,9,16,14.5,4.5,81.5,1.3,7.0,259,13.48
2085,KRAKÓW-OBSERWATORIUM,2019,9,17,13.8,1.5,76.3,2.7,5.3,260,8.94
2086,KRAKÓW-OBSERWATORIUM,2019,9,18,10.6,0.0,64.0,3.0,4.7,261,8.12
2087,KRAKÓW-OBSERWATORIUM,2019,9,19,9.6,0.6,75.5,1.7,5.0,262,10.56
2088,KRAKÓW-OBSERWATORIUM,2019,9,20,9.8,0.0,72.8,1.7,5.7,263,15.37
2089,KRAKÓW-OBSERWATORIUM,2019,9,21,11.2,0.0,75.0,0.7,2.0,264,17.96
2090,KRAKÓW-OBSERWATORIUM,2019,9,22,12.3,0.0,77.8,0.7,0.0,265,19.25
2091,KRAKÓW-OBSERWATORIUM,2019,9,23,12.1,0.0,83.5,1.3,3.3,266,19.51
2092,KRAKÓW-OBSERWATORIUM,2019,9,24,11.6,0.5,86.3,1.7,7.0,267,34.7
2093,KRAKÓW-OBSERWATORIUM,2019,9,25,12.9,0.9,91.3,1.0,8.0,268,34.55
2094,KRAKÓW-OBSERWATORIUM,2019,9,26,14.7,0.2,83.0,1.3,5.3,269,14.3
2095,KRAKÓW-OBSERWATORIUM,2019,9,27,14.8,0.3,80.8,1.0,5.3,270,13.32
2096,KRAKÓW-OBSERWATORIUM,2019,9,28,15.4,0.0,78.3,2.0,6.0,271,9.38
2097,KRAKÓW-OBSERWATORIUM,2019,9,29,15.1,0.0,72.3,1.7,4.0,272,6.39
2098,KRAKÓW-OBSERWATORIUM,2019,9,30,16.6,3.6,59.3,5.0,6.7,273,5.48
2099,KRAKÓW-OBSERWATORIUM,2019,10,1,14.7,0.0,67.0,1.7,2.0,274,7.29
2100,KRAKÓW-OBSERWATORIUM,2019,10,2,13.8,12.3,86.0,1.3,6.7,275,14.77
2101,KRAKÓW-OBSERWATORIUM,2019,10,3,9.8,0.0,79.8,2.0,5.0,276,11.2
2102,KRAKÓW-OBSERWATORIUM,2019,10,4,9.1,0.8,84.0,1.3,5.3,277,15.74
2103,KRAKÓW-OBSERWATORIUM,2019,10,5,8.3,5.8,94.3,2.0,8.0,278,13.48
2104,KRAKÓW-OBSERWATORIUM,2019,10,6,6.3,0.0,79.5,1.0,5.0,279,11.46
2105,KRAKÓW-OBSERWATORIUM,2019,10,7,3.2,0.0,75.0,0.3,1.0,280,23.24
2106,KRAKÓW-OBSERWATORIUM,2019,10,8,5.5,1.1,73.8,0.7,6.3,281,20.66
2107,KRAKÓW-OBSERWATORIUM,2019,10,9,11.7,11.7,91.8,0.7,8.0,282,16.59
2108,KRAKÓW-OBSERWATORIUM,2019,10,10,11.3,7.4,77.8,2.3,4.0,283,7.18
2109,KRAKÓW-OBSERWATORIUM,2019,10,11,10.7,0.0,79.8,1.7,5.0,284,10.36
2110,KRAKÓW-OBSERWATORIUM,2019,10,12,12.9,0.0,72.3,1.3,3.0,285,12.71
